category,search_string,search_ranking,text
fun,at SQ *MOTORCITY WINE       DETROIT      MI,4,"state-by-state strategic unemployment reduction plan 24.8/sq mi (9.57/km2) ... Noni Bacca is credited with helping Eastern North 
Carolina wine enthusiasts make the best ... [81]In August 2009, Michigan and 
Detroit's auto industry received $1.36 B in grants ... The metro area offers four 
major casinos, MGM Grand Detroit,Greektown, Motor City, and Caesars Windsor 
in Windsor, ..."
misc,at LADY JANES - SOUTHGATE   SOUTHGATE    MI,0,"Where's the Map? 4180 Fort St, Lincoln Park, MI 48146, United States -. a week ago ... Lady Jane's 
Haircuts for Men ... 14560 Eureka Rd, Southgate, MI 48195, United States -."
misc,at LADY JANES - SOUTHGATE   SOUTHGATE    MI,1,"CMS releases first star ratings for home health, few earn 1 star; See ... Jan 28, 2016 ... Florida Homecare Specialists Inc, 130 N Old Dixie Hwy, Lady Lake, Florida, 4 ... 
Horizon Home Health Care, Inc, 2600 S Michigan Ave, Ste 208, Chicago, Illinois, 
5 ... Interim Healthcare Of Cambridge, 2146 Southgate Parkway, Cambridge ... 
Jane Phillips Regional Home Care, Llc, 219 Nw Virginia Avenue ..."
misc,at LADY JANES - SOUTHGATE   SOUTHGATE    MI,2,"Concert Weekend: Warped, Lauryn Hill, Faster Horses, Radiohead ... Jul 18, 2018 ... ... Tim Bowman, Project Grand Slam and Lady Sunshine & the X Band, bows at ... 
The Dazz Band, Mary Jane Girls, Rose Royce and Con Funk Shun are ... 
Southgate native opens Michigan & Trumbull pizzeria in former Tiger ..."
misc,at LADY JANES - SOUTHGATE   SOUTHGATE    MI,3,"2018 Academic All-Stars: Huron High School | News ... Jun 10, 2019 ... College plans: University of Michigan-Ann Arbor ... Activities: National Honor 
Society, Downriver United Figure Skating Team (4 years). College ..."
misc,at LADY JANES - SOUTHGATE   SOUTHGATE    MI,4,"2019 Academic All-Stars: Allen Park High School | News ... Jun 10, 2019 ... College plans: University of Michigan - Ann Arbor. Major: Finance ... College 
plans: Central Michigan University ... Southgate, MI 48195"
groceries,at HONEY BEE MARKET         DETROIT      MI,0,"Where's the Map? River Bistro Detroit. 18456 Grand River Ave, Detroit, MI 48223, United States -. a 
year ago. reviewers. + ... Delete. Local Guide. Honey Bee Market - La Colmena."
groceries,at HONEY BEE MARKET         DETROIT      MI,1,"Michael Anderanin Honey Bee Market - La Colmena ... Chicken taste like beef jerky keep this 
restaurant down on Louisiana instead of Detroit and a drive-thru took forever. 
reviewers. +. Reply ... 20273 Mack Ave, Grosse Pointe Woods, MI 48236, United 
States -."
groceries,at HONEY BEE MARKET         DETROIT      MI,2,"Amanda Lewan Local Guide. Honey Bee Market - La Colmena. 2443 Bagley St, Detroit, MI 48216
, United States -. 4 months ago. Great local store with fresh produce. reviewers."
groceries,at HONEY BEE MARKET         DETROIT      MI,3,"Why a store on the corner doesn't always mean healthy food on the ... Jan 22, 2019 ... Brittany Barrios manages Honeybee Market in Southwest Detroit. ... Market on 
East Jefferson and Prince Valley Market on Michigan Avenue."
groceries,at HONEY BEE MARKET         DETROIT      MI,4,"The Food Desert: at Honeybee Market with ... - The People Of Detroit Sep 11, 2013 ... The Food Desert: Honeybee Market. Location Honeybee Market, 2443 Bagley 
Ave, Detroit, MI 48216. [Streetview] Prices Apples: $1.69/pound ..."
dining,BURGER KING #3996  Q07,0,"Burger King | The Moldy Whopper - YouTube Feb 19, 2020 ... the beauty of real food is that it gets ugly. that's why we are rolling out a 
WHOPPER® that is free from artificial preservatives. isn't it beautiful?"
dining,BURGER KING #3996  Q07,1,"Burger King will sell Impossible Whoppers nationwide by end of the ... Apr 29, 2019 ... Every Burger King in the country will have meatless Whoppers by the end of the 
year. The alternative meat movement is having a watershed ..."
dining,BURGER KING #3996  Q07,2,"BURGER KING® App - Apps on Google Play Get secret deals and exclusive mobile coupons with the official BURGER KING® 
app and save like a king! Explore our menu and find your nearest BK® ..."
dining,BURGER KING #3996  Q07,3,"Burger King thinks moldy Whoppers will get you to buy more burgers ... Feb 19, 2020 ... New York (CNN Business) Burger King is re-""molding"" the image of its signature 
Whopper in a nauseating new ad campaign that promotes ..."
dining,BURGER KING #3996  Q07,4,"Burger King moldy-Whopper ad campaign to showcases no ... Feb 19, 2020 ... Burger King put mold front and center in its new ad campaign. It's the fast-food 
industry's latest step to reinvent itself."
transportation,at EXXONMOBIL    97305403   DEARBORN     MI,0,"Sheng ""Mark"" Zheng - Google Scholar Citations ExxonMobil. No verified email - Homepage · Flow AssuranceComputer 
SimulationsChemistry & Chemical Engineering. ArticlesCited byCo-authors ..."
transportation,at EXXONMOBIL    97305403   DEARBORN     MI,1,"Ning Liu - Google Scholar Citations University of Michigan or Global Engineering & Materials, Inc. Verified email at 
umich.edu. Isogeometric AnalysisComputational MechanicsFatigue and Fracture."
transportation,at EXXONMOBIL    97305403   DEARBORN     MI,2,"alumni - Marine Structures Design Laboratory - University of Michigan Before joining Michigan, I have worked at SAIC as a Senior Naval Architect 
supporting a variety of governmental and commercial research projects. I 
completed ..."
transportation,at EXXONMOBIL    97305403   DEARBORN     MI,3,"People - University of Michigan University of Michigan. Co-Director, Institute of Functional Interfaces, Karlsruhe ... 
University of Michigan. Novelis. ExxonMobil. MIT. University of Michigan."
transportation,at EXXONMOBIL    97305403   DEARBORN     MI,4,"Zhenyu Huang - Google Scholar Citations Z Xiong, Z Lei, Z Xu, X Chen, B Gong, Y Zhao, H Zhao, J Zhang, C Zheng. 
Journal of CO2 Utilization 18, 53-61, 2017. 39, 2017. Wax deposition modeling of
 ..."
transportation,at MARATHON PETRO192088     DEARBORN     MI,0,"Boynton neighborhood rec center celebrates re-opening after ... Oct 30, 2018 ... The nearby Marathon Petroleum company donated $2 million to the renovations. 
Got a development news story to share? Email MJ Galbraith ..."
prof dev,at STAPLES       00116087   ALLEN PARK   MI,0,"Grand opening for Rebel Nell, York Project retail space set for Aug. 22 Aug 13, 2019 ... ... community and staples such as Lincoln Street Art Park and Recycle ... street art 
from Michigan Central Station, will be available at the store."
prof dev,at STAPLES       00116087   ALLEN PARK   MI,1,"Zingerman's hosts Abra Berens and new cookbook at dinner event Jun 11, 2019 ... Berens is a Zingerman's Delicatessen alumna and also trained at the famed 
Ballymaloe Cookery School founded by Darina Allen in County ..."
prof dev,at STAPLES       00116087   ALLEN PARK   MI,2,"Andiamo opens restaurant at Detroit Metro Airport - mlive.com Jul 6, 2015 ... ROMULUS, MI - Airport early birds and those stuck between ... Vicari's 
restaurants have been high-end Metro Detroit staples for 26 years."
prof dev,at STAPLES       00116087   ALLEN PARK   MI,3,"Lebanese diner Al Tayeb one of Michigan's best breakfast restaurants Dec 4, 2019 ... Al Tayeb, a Lebanese diner in Garden City, is one of Michigan's best ... of 
Levantine staples like fatteh, foul mudammas, balila, batata harra, ..."
prof dev,at STAPLES       00116087   ALLEN PARK   MI,4,"Giordano's Closes In Detroit | WBBM-AM Jul 1, 2019 ... (WBBM NEWSRADIO) -- A Giordano's franchise has closed in Detroit, which 
some interpret as an indication Chicago-style deep dish is not ..."
misc,at SALVATION ARMY #53       LINCOLN PARK MI,0,"Chick-fil-A will stop donating to the Salvation Army and Fellowship of ... Nov 23, 2019 ... And that includes not renewing its annual donations to the Salvation Army and 
the Fellowship of Christian Athletes, as reported by the ..."
misc,at SALVATION ARMY #53       LINCOLN PARK MI,1,"LGBTQ advocates slam Buttigieg for past history with Salvation Army ... Dec 4, 2019 ... Democratic presidential candidate Pete Buttigieg is facing criticism online from 
some members of the LGBTQ+ community and gay rights ..."
misc,at SALVATION ARMY #53       LINCOLN PARK MI,2,"Salvation Army founded - HISTORY In the East End of London, revivalist preacher William Booth and his wife 
Catherine establish the Christian Mission, later known as the Salvation Army."
misc,at SALVATION ARMY #53       LINCOLN PARK MI,3,"LA Galaxy unveil David Beckham Community Field at Salvation ... Mar 1, 2019 ... ... Los Angeles today, located at The Salvation Army Red Shield Youth and 
Community Center (1532 West 11th Street, Los Angeles, CA)."
misc,at SALVATION ARMY #53       LINCOLN PARK MI,4,"Florida business man donates Thanksgiving meals to 15K people at ... Nov 29, 2019 ... Florida businessman, Eric Holm, has been serving free Thanksgiving meals at 
the Salvation Army for for thousands of people over 27 years."
dining,SALS PIZZA   CAFE,0,"Florina Tops 'People's Choice' in Boston Pizza Festival | Beacon Hill ... Jul 18, 2019 ... For the second year in a row, Florina Pizzeria and Paninioteca was ... of Boston 
pizzerias including Regina Pizzeria, Cafe Quattro, Sal's Pizza, ..."
dining,SALS PIZZA   CAFE,1,"Sal's Pizza, 1917 South Independence Boulevard, Virginia Beach ... Sal's Pizza, 1917 South Independence Boulevard, Virginia Beach, Virginia. 
Connect to internet to see place info. Directions. Show map. Directions."
dining,SALS PIZZA   CAFE,2,"SAL'S SWAN SONG | The Restaurant Guy Sep 4, 2019 ... Reader Annie broke the news that Sal's Pizza at 900 North Milpas Street has 
closed. Here is a message posted on salssbpizza.com: “CIAO!"
dining,SALS PIZZA   CAFE,3,"Waiting for Good Dough: A Brooklyn Ex-Pat's Quest to Find a Slice of ... Jul 23, 2019 ... Napoli Cafe & Gelateria's Neapolitan-style pizza. ... shot of the Brooklyn Bridge, 
but there's a vacation-like atmosphere of Sal's Pizza, maybe the ..."
dining,SALS PIZZA   CAFE,4,"Sal's Pizza Pub - Apps on Google Play Sal's Pizza Pub in Lombard, IL, offers a place to hangout after work, watch the 
game, grab a bite to eat, or enjoy a drink with friends. Enjoy any sport on one of ..."
transportation,at EXXONMOBIL    99057952   DEARBORN     MI,0,"Sheng ""Mark"" Zheng - Google Scholar Citations ExxonMobil. No verified email - Homepage · Flow AssuranceComputer 
SimulationsChemistry & Chemical Engineering. ArticlesCited byCo-authors ..."
transportation,at EXXONMOBIL    99057952   DEARBORN     MI,1,"Ning Liu - Google Scholar Citations University of Michigan or Global Engineering & Materials, Inc. Verified email at 
umich.edu. Isogeometric AnalysisComputational MechanicsFatigue and Fracture."
transportation,at EXXONMOBIL    99057952   DEARBORN     MI,2,"alumni - Marine Structures Design Laboratory - University of Michigan Before joining Michigan, I have worked at SAIC as a Senior Naval Architect 
supporting a variety of governmental and commercial research projects. I 
completed ..."
transportation,at EXXONMOBIL    99057952   DEARBORN     MI,3,"People - University of Michigan University of Michigan. Co-Director, Institute of Functional Interfaces, Karlsruhe ... 
University of Michigan. Novelis. ExxonMobil. MIT. University of Michigan."
transportation,at EXXONMOBIL    99057952   DEARBORN     MI,4,"Zhenyu Huang - Google Scholar Citations Z Xiong, Z Lei, Z Xu, X Chen, B Gong, Y Zhao, H Zhao, J Zhang, C Zheng. 
Journal of CO2 Utilization 18, 53-61, 2017. 39, 2017. Wax deposition modeling of
 ..."
dining,at BOBCAT BONNIES           DETROIT      MI,0,"Brad Kilbourn Bobcat Bonnie's. 1800 Michigan Ave, Detroit, MI 48216, United States -. 9 months 
ago. I quickly learned that Bobcat wasn't just a part of the name, but a main ..."
dining,at BOBCAT BONNIES           DETROIT      MI,1,"Juman Doleh-Alomary 1800 Michigan Ave, Detroit, MI 48216, United States -. 7 months ago. The 
Corktown Bobcat Bonnie's was hip and cool. Service was a bit slow and I was 
served ..."
dining,at BOBCAT BONNIES           DETROIT      MI,2,"Darve Terhand 19 77,554. Date. Bobcat Bonnie's. 1800 Michigan Ave, Detroit, MI 48216, United 
States ... 1800 W 14 Mile Rd, Royal Oak, MI 48073, United States. Approved by ..."
dining,at BOBCAT BONNIES           DETROIT      MI,3,"Scarlet Letter Bobcat Bonnie's. 1800 Michigan Ave, Detroit, MI 48216, USA -. 4 months ago. 
Great food, great atmosphere, great prices. Do not miss the $3 build ..."
dining,at BOBCAT BONNIES           DETROIT      MI,4,"Zacharie Stephen Bobcat Bonnie's. 1800 Michigan Ave, Detroit, MI 48216, United States -. a year 
ago ... 255 Munson Avenue Us31, Traverse City, MI 49686, United States -."
dining,at Cafe 78                  Detroit      MI,0,"Amanda Bliss Rusted Crow Detroit. 78 W Adams Ave, Detroit, MI 48226, United States -. a year 
ago. Very good! ... 33200 W 14 Mile Rd suite 180, West Bloomfield Township, MI 
48322, United States -. a year ago ... Chef John's Bakery & Cafe. 110 W Filer St, ..."
dining,at Cafe 78                  Detroit      MI,1,"Lafayette Park in Detroit Is a Feast of Mies van der Rohe–Designed ... Aug 7, 2018 ... Bars + Nightlife · Restaurants + Cafe · Wine ... This Detroit Neighborhood Is an 
Architecture Fan's Dream ... The development spans 78 acres and was designed 
with the goal of replacing the ... Mies buffs can download a self-guided walking 
tour of Lafayette Park from Michigan Modern, an organization that ..."
dining,at Cafe 78                  Detroit      MI,2,"Map Find a place. Your location. Trails. Dedicated lanes. Bicycle-friendly roads. Dirt/
unpaved trails. Live traffic. Fast. Slow. 10 m. Set depart & arrive time."
dining,at Cafe 78                  Detroit      MI,3,"Leapfrog names 32 ""A"" hospitals in Michigan for best patient safety Nov 8, 2019 ... 32 out of 78 hospitals survey in Michigan received ""A"" grades for patient safety, 
increase from ... Metro Detroit Leapfrog hospital safety grades."
dining,at Cafe 78                  Detroit      MI,4,"US Forecast - Connecticut Post Sep 14, 2019 ... Atlantic City, NJ;78;71;81;67;A shower or two;WSW;7;78%;67%;3. Austin, TX ... 
Detroit, MI;75;58;78;66;A t-storm in spots;WSW;13;77%;66%;3."
house,at DOLLAR TREE              DEARBORN     MI,0,"Family Dollar Closing Hundreds Of Stores, Including In Michigan ... Mar 6, 2019 ... Family Dollar Closing Hundreds Of Stores - Across Michigan, MI - Family ... 
Stores operate under the brands of Dollar Tree, Family Dollar and ..."
house,at DOLLAR TREE              DEARBORN     MI,1,"Celestina Ndukwe Greenland Market. 15237 W Warren Ave, Dearborn, MI 48126, United States - ... 
Dollar Tree. 10830 Warren Ave ... Wal-Mart is a big store. They have every thing ..."
house,at DOLLAR TREE              DEARBORN     MI,2,"Wessam Bazzi Dollar Tree. 16201 Ford Rd ste a 128, Dearborn, MI 48126, United States -. 5 
months ... 24142 W Warren St #2256, Dearborn Heights, MI 48127, United States 
-."
house,at DOLLAR TREE              DEARBORN     MI,3,"anthony allen 1835 E 12 Mile Rd, Madison Heights, MI 48071, United States -. a month ago ... 
12197 Conant St, Hamtramck, MI 48212, United States -. 4 months ago. It's ok. ... 
Dollar Tree. 13250 Ford Rd, Dearborn, MI 48126, United States -. 10 months ago."
house,at DOLLAR TREE              DEARBORN     MI,4,"Merchandise Assistant Manager job at Dollar Tree in Novi, MI ... Apply now for Merchandise Assistant Manager job at Dollar Tree in Novi, MI. 
View job description, responsibilities and qualifications and apply!"
prof dev,UDEMY  ONLINE COURSES,0,"Udemy - Online Courses - Apps on Google Play Udemy is an online learning platform featuring 130,000+ video courses taught by 
expert instructors. Take courses in anything from programming languages like ..."
prof dev,UDEMY  ONLINE COURSES,1,"Udemy online courses are on sale for all of July with this code Jul 20, 2017 ... Udemy is offering a great deal on their online courses for the month of July."
prof dev,UDEMY  ONLINE COURSES,2,"Udemy is having a sale — get almost any online course for under ... Feb 3, 2020 ... Learning something new is a common New Year's resolution, and with the 
abundance of online courses making it easy to learn new skills at ..."
prof dev,UDEMY  ONLINE COURSES,3,"SALE – All Udemy Online Courses Just $15 | JUST™ Creative Sep 26, 2016 ... Master some new skills and level up your career with an online course from 
Udemy. Sale on now! All courses just $15."
prof dev,UDEMY  ONLINE COURSES,4,"Cyber Monday sale extension: Get up to 90% off Udemy online ... Nov 28, 2018 ... Udemy offers more than 80,000 online courses that are designed to help people 
reach their personal goals and pursue their dreams through ..."
fun,at LJ'S SWEETHART BAR       DETROIT      MI,0,"The Top 5 Moments from Vampire Diaries Season 7 ... is a highly popular one-hour television series on The CW that is based on L.J. 
... Meanwhile, Klaus returns, meets Stefan at the bar, and ends up saving Stefan
 ..."
fun,at LJ'S SWEETHART BAR       DETROIT      MI,1,"The Desert Sun - Apps on Google Play From critically acclaimed storytelling to powerful photography to engaging videos 
— The Desert Sun app delivers the local news that matters most to your ..."
fun,at LJ'S SWEETHART BAR       DETROIT      MI,2,"Index to Reviews – Locus Online ... (May 2019, Carolyn Cushman); Though Hell Should Bar the Way (May 2018, 
Liz Bourke) ... (Sep 1991, Faren Miller); The Sweetheart Season (Jan 1997, Shira 
Daemon); We Are ... Terra Incognita, Images d'Ailleurs (Karen Guillorel & MI, eds.
) ... Yeager: An Autobiography (by Chuck Yeager & LJ) (Jun 1985, Faren Miller)."
fun,at LJ'S SWEETHART BAR       DETROIT      MI,3,"Thoughts From Across the Atlantic » Income ... - EconoMonitor Sep 9, 2014 ... Income distribution has become less equal in many countries in recent decades, 
and prominent economists and politicians have advocated ..."
fun,at LJ'S SWEETHART BAR       DETROIT      MI,4,"Kenny Chesney's new tour is a real tongue twister - NashvilleGab Sep 24, 2019 ... August 15 Ford Field Detroit, Mich. August 22 MetLife Stadium East Rutherford, 
NJ August 28 Gillette Stadium Foxboro, Mass. …and more ..."
dining,at TRIO EATS                DEARBORN     MI,0,"Feb 4 | Plymouth-Canton, MI - Patch Feb 4, 2020 ... National Kidney Foundation of Michigan, Neighbor ... Participants learn how to 
eat healthy, add physical activity to their routine, manage stress, ... Barbara Ware 
w/ Cliff Monear Trio at Jazz @ The Elks ... Northville · Novi · Farmington-
Farmington Hills · Dearborn · Saline · West Bloomfield · View All Patches ..."
dining,at TRIO EATS                DEARBORN     MI,1,"Michigan football: Does it matter that starting QB Shea Patterson isn't ... Aug 21, 2019 ... Michigan football: Does it matter that starting QB Shea Patterson isn't a ... 
Harbaugh elected to sent a trio of seniors who had been with the ..."
dining,at TRIO EATS                DEARBORN     MI,2,"'Holidays in the Loop': Downtown Chicago festive activities guide ... Oct 9, 2019 ... Explore the Loop, Michigan Avenue and Christkindlmarket while gazing at ... 
Soon, this nave newbie falls prey to a trio of lionized frenemies led by the ... In the 
heart of Chicago's Loop, The Dearborn provides a perfect break ..."
dining,at TRIO EATS                DEARBORN     MI,3,"Calendar of Events for NY Area Families | NYMetro Parents 01, 2020, 4-4:45pm and 5-5:45pm; Brooklyn Children's Museum; 145 Brooklyn 
Ave., Crown Heights; Baby, Pre-school & younger, Young elementary; $13."
dining,at TRIO EATS                DEARBORN     MI,4,"Here's where to see free music in metro Detroit this summer Jun 15, 2019 ... July 23, Southeastern Michigan Wind Ensemble. July 30 ... 25, Parker Devins 
Trio. Concerts in ... Friday Nites Music & Foodie Rallies, Dearborn."
dining,KATOI IN EXILE,0,"Ann Arbor restaurant openings and closings so far in 2016 - mlive.com Aug 17, 2016 ... Closed: Katoi in Exile. After tempting Ann Arbor diners for six months with its 
authentic Thai street food in a temporary pop-restaurant operated ..."
dining,KATOI IN EXILE,1,"Cursed by the Candy pdf by Katoi Love Download - sagchoiborba From Eden to Exile: The Five-Thousand-Year History of the People of the Bible 
download .pdf by David ... Cursed by the Candy pdf by Katoi Love Download ..."
dining,KATOI IN EXILE,2,"List of Simulium species - Wikipedia This is a list of 1778 species in Simulium, a genus of black flies in the family 
Simuliidae. ... 1962 i c g; Simulium exiguum Roubaud, 1906 i c g; Simulium exile 
(Rubtsov, 1956) c g; Simulium eximium Meijere, 1913 ... Simulium katangae Fain, 
1951 c g; Simulium katoi Shiraki, 1935 c g; Simulium kauntzeum Gibbins, 1938 
c g ..."
house,at IKEA CANTON              CANTON       MI,0,"IKEA, 41640 Ford Road, Canton, MI - Google Maps IKEA, 41640 Ford Road, Canton, MI. Your location. Trails. Dedicated lanes. 
Bicycle-friendly roads. Dirt/unpaved trails. Live traffic. Fast. Slow. 2000 km."
house,at IKEA CANTON              CANTON       MI,1,"Novi and Canton - Google My Maps Share via Twitter. Share via email. Embed on my site. Untitled layer. Ajishin. IKEA 
Canton, MI. Somerset Collections. Henry Ford Museum & Greenfield Village."
house,at IKEA CANTON              CANTON       MI,2,"Kevin Chen Canton Public Library. 1200 S Canton Center Rd, Canton, MI 48188, United 
States -. 2 months ago. reviewers. +. Reply Like Share. Response from the owner
."
house,at IKEA CANTON              CANTON       MI,3,"IKEA Coupon Codes, Promo Codes, Offers, Deals | Slickdeals Use IKEA coupons codes and promo codes to make over your home for less. 
Score with these deals and discounts on furniture, accessories and appliances."
house,at IKEA CANTON              CANTON       MI,4,"Metro Detroit: Our Favorite Places To Eat - Roasted Beanz Jul 11, 2013 ... Just off of I-275 and Ford Road in Canton, MI; IKEA continuously proves to be the 
best place for both locals and road-trippers. A clean spot for ..."
fun,at NORTHERN LIGHTS LOUNGE   DETROIT      MI,0,"Emma Hodge Northern Lights Lounge. 660 W Baltimore St, Detroit, MI 48202, United States -. a 
year ago. The outdoor patio is really the highlight of this place, but the food was ..."
fun,at NORTHERN LIGHTS LOUNGE   DETROIT      MI,1,"Emma Hodge 17360 Lahser Rd, Detroit, MI 48219, United States. Processed ... Northern Lights 
Lounge. 660 W Baltimore St, Detroit, MI 48202, United States. Collapse side ..."
fun,at NORTHERN LIGHTS LOUNGE   DETROIT      MI,2,"Northern lights over Michigan on Labor Day weekend: Where to watch Aug 29, 2019 ... Look up! Northern lights could be visible throughout Michigan this weekend. 
Emma Keith, Detroit Free Press Published 9:28 a.m. ET Aug."
fun,at NORTHERN LIGHTS LOUNGE   DETROIT      MI,3,"Bad Brains Frontman at The Loving Touch and More Local Shows ... Jul 11, 2019 ... ... Workers at Ziggy's, and dance your feet off at Northern Lights Lounge. ... us a 
rundown of can't-miss shows in and around the Detroit area."
fun,at NORTHERN LIGHTS LOUNGE   DETROIT      MI,4,"The 6 best places to eat and drink outside in Detroit May 21, 2019 ... There are lots of great bars in Detroit to enjoy a drink outdoors: Motor City 
Brewing Works, Northern Lights Lounge, Batch Brewing Company, ..."
dining,at TST* POKE POKE - SUSHI UNDETROIT      MI,0,"20 Best Boston Restaurant Dishes of 2019 - Eater Boston Dec 30, 2019 ... From khao soi to banh mi. ... Around summer 2018, I got my first taste of some test 
bagels from the in-the-works ... Avenue Kitchen & Bar: Detroit-Style Pizza ... 
Overhead shot of a bowl of khao soi on a bright yellow surface. ... Manoa Poke 
Shop closed its storefront at the beginning of 2019, shifting focus to its ..."
dining,at TST* POKE POKE - SUSHI UNDETROIT      MI,1,"Gleaners to pilot new fresh market pantry concept Aug 18, 2019 ... Gleaners Community Food Bank of Southeastern Michigan is developing the 
concept, which will look a lot like a small produce market but only ..."
dining,at TST* POKE POKE - SUSHI UNDETROIT      MI,2,"Eastern Michigan pays $125,000 to settle Title IX lawsuit Jan 23, 2020 ... Eastern Michigan University will pay two female student athletes a combined 
$125000 to settle a lawsuit that accused the university of ..."
dining,at TST* POKE POKE - SUSHI UNDETROIT      MI,3,"Build Institute expands reach in Michigan, Midwest Mar 17, 2019 ... Detroit-based Build Institute has licensed its basic entrepreneurial education ... 
and select entrepreneur support programs to other cities in Southeast Michigan,
… ... Condado Tacos sets Midtown debut | Poke Burri Detroit rolls out ... The three 
cities are enabling it to test different models for bringing its ..."
dining,at TST* POKE POKE - SUSHI UNDETROIT      MI,4,"Real Estate Insider: SheWolf building listed for sale at $1.33 million Dec 3, 2019 ... The Detroit Free Press named SheWolf the third best new restaurant ... 
redevelopment should ""test the market"" with rents possibly at $50 per ..."
prof dev,Roasting Plant Coffee - D,0,"These Panamanian Roasters Will Bring the Caviar of Coffee Beans ... Jun 3, 2019 ... Cafe Unido's owners will plant their first U.S. location inside the La Cosecha ... A 
roasting company that owns seven cafes in Panama City will ..."
prof dev,Roasting Plant Coffee - D,1,"In Defense of Terrible Coffee Feb 20, 2015 ... And, sure, if you'd asked if we wanted the diner joe or a cup of Sumatra ... and 
coffee that comes from fancy machines like the Roasting Plant's Javabot. ... A 
light-roasted coffee has slightly more caffeine per bean than a ..."
prof dev,Roasting Plant Coffee - D,2,"This Pasadena roaster sells coffee that lures even Starbucks | How I ... Oct 11, 2019 ... Chuck Jones co-founded Jones Coffee Roasters, which built of five generations 
of ... “There are two little hydroelectric plants on the farm."
prof dev,Roasting Plant Coffee - D,3,"Westrock Coffee acquires S&D Coffee & Tea - Arkansas Times Feb 1, 2020 ... Westrock Coffee entered into an agreement yesterday to acquire North ... its 
recently expanded roasting and packaging plant in North Little ..."
prof dev,Roasting Plant Coffee - D,4,"What to Know About Devoción's $10 Aguadulce Coffee Aug 15, 2019 ... At Hi-Collar in the East Village, the Colombian coffee company Devoción ... 
importer and roaster Devoción — starts at $10, and goes up to $12.60, if you'd ... 
Roasting Plant on the Lower East Side has a roast-to-order Javabot."
fun,at PARTY CITY 513           ALLEN PARK   MI,0,"Allen Park Inter-City Baptist girls basketball runs past Lincoln Park w ... Jan 18, 2020 ... Two Downriver-area teams stepped out league play on Friday as Lincoln Park 
hosted unbeaten and state-ranked Allen Park Inter-City Baptist."
fun,at PARTY CITY 513           ALLEN PARK   MI,1,"Thousands Of N.J.'s Most Toxic Sites | Point Pleasant, NJ Patch Apr 10, 2017 ... Atlantic City ... GEORGIA AVE; 70924 G000044649 ALLEN AME CHURCH AVE 
1717 BISHOP ALLEN AVE; 24678 468118 ... 40613 000248 ALAN PARTY 
RENTALS INC 239 BERRY ST; 44700 010949 ALTERMAN ... 518263 651047 
LAKES APPLIANCE FORMER 513 STOKES RD; 363046 448507 LEE ..."
fun,at PARTY CITY 513           ALLEN PARK   MI,2,"Google Maps Dedicated lanes. Bicycle-friendly roads. Dirt/unpaved trails. Live traffic. Fast. Slow
. 2 m. Set depart & arrive time. Route options. All traffic. Satellite. Terrain."
fun,at PARTY CITY 513           ALLEN PARK   MI,3,"Hire a trusted pro, boost your visibility. Find a trusted pro near you. Local Leap Marketing, Allen, info@ryongross.com, +1 469 248 7450. Glytek, 
Allen ... Mi Smart Listing, Apple Valley, mismartlisting@gmail.com, +1 760 963 
2396 ... Three Sixty Pro, Cincinnati, leon.herbert@threesixtypro.com, +1 513 601 
5092. The Oval ... Party Finesse, Torrance, partyfinesse@yahoo.com, +1 951 818 
2579."
fun,at PARTY CITY 513           ALLEN PARK   MI,4,Explore Google Earth. Grab the helm and go on an adventure in Google Earth.
dining,DON TACO BAR AND GRILL,0,"Carmen Reyes The atms don't take money orders or cash . The line was SLOW. ... Applebee's 
Grill + Bar. 21350 Ecorse Rd ... Don Taco Bar and Grill. 22180 Michigan Ave ..."
dining,DON TACO BAR AND GRILL,1,"Victoria Langenstein Don Taco Bar and Grill. 22180 Michigan Ave ... Tacos were great. Service was ... 
Nice bar, and seating and TVs for watching your favorite game. And obviously ..."
dining,DON TACO BAR AND GRILL,2,"Bill Schott Don Taco Bar and Grill. 22180 Michigan Ave, Dearborn, MI 48124, United States 
-. 4 months ago. Very good Mexican food. reviewers. +. Reply Like Share."
dining,DON TACO BAR AND GRILL,3,"Isaiah Bashan Don Taco. 808 King St, Alexandria, VA 22314, United States -. a week ago. Some 
of the best, if not the best ""street tacos"" I've had in years. Quick service, great 
flavor, good prices, great tacos. reviewers. + ... Village Bar & Grill. 57100 Beaver 
Dr ..."
dining,DON TACO BAR AND GRILL,4,"The 5 Best Taco Franchises You Can Own Today Dec 5, 2017 ... Who doesn't love a good taco spot? ... If you want to start a business but don't like 
tacos, then we have some very serious questions. Related: ..."
misc,at TJ MAXX #1021            ALLEN PARK   MI,0,"Schumer demands probe into recalled goods sold at TJ Maxx ... Dec 22, 2019 ... Schumer appeared outside an Upper East Side branch of TJ Maxx to call for a 
federal investigation into the store and its sister outlets, ..."
misc,at TJ MAXX #1021            ALLEN PARK   MI,1,"TJ Maxx: What products to buy there and what to skip - Business ... Dec 16, 2019 ... We consulted a shopping expert and several blogs and online reviews to find the 
best and worst products at TJ Maxx."
misc,at TJ MAXX #1021            ALLEN PARK   MI,2,"19 recalled products sold by T.J. Maxx, Marshalls and HomeGoods ... Nov 28, 2019 ... If you've shopped at T.J. Maxx, Marshalls or HomeGoods in the last five years, 
you may want to check this list. The U.S. Consumer Product ..."
